位置X：-30.82057,  位置Y：0.08333337,  位置Z：-14.58808,  身体角度：0.04343759,  头部角度：270.5486
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.832096,  身体角度：179.5621,  头部角度：270.6193
位置X：-30.14175,  位置Y：0.08333337,  位置Z：-4.161316,  身体角度：179.5063,  头部角度：270.6205
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.768541,  身体角度：179.5063,  头部角度：270.6224
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.768541,  身体角度：179.5063,  头部角度：270.6243
位置X：-30.18027,  位置Y：0.08333337,  位置Z：-4.062103,  身体角度：179.802,  头部角度：270.6262
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.681217,  身体角度：179.802,  头部角度：270.6281
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.681217,  身体角度：179.802,  头部角度：270.6299
位置X：-30.17463,  位置Y：0.08333337,  位置Z：-4.004528,  身体角度：179.7582,  头部角度：270.6312
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.625227,  身体角度：179.7582,  头部角度：270.6321
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.625227,  身体角度：179.7582,  头部角度：270.6337
位置X：-30.18077,  位置Y：0.08333337,  位置Z：-3.945602,  身体角度：179.718,  头部角度：270.6349
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.568071,  身体角度：179.718,  头部角度：270.638
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.568071,  身体角度：179.718,  头部角度：270.638
位置X：-30.1808,  位置Y：0.08333337,  位置Z：-3.890184,  身体角度：179.7177,  头部角度：270.6395
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.513044,  身体角度：179.7177,  头部角度：270.6407
位置X：-30.18752,  位置Y：0.08333337,  位置Z：-3.806932,  身体角度：179.613,  头部角度：270.641
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.432228,  身体角度：179.613,  头部角度：270.6429
位置X：-30.1624,  位置Y：0.08333337,  位置Z：-3.432228,  身体角度：179.613,  头部角度：270.645
位置X：-30.18602,  位置Y：0.08333337,  位置Z：-3.747494,  身体角度：179.6033,  头部角度：270.645
位置X：-30.18366,  位置Y：0.08333337,  位置Z：-3.58342,  身体角度：179.6575,  头部角度：270.6471
位置X：-30.19433,  位置Y：0.08333337,  位置Z：-3.203386,  身体角度：179.6575,  头部角度：270.6483
位置X：-30.22358,  位置Y：0.08333337,  位置Z：-3.202297,  身体角度：179.6575,  头部角度：270.6404
位置X：-30.26883,  位置Y：0.08333337,  位置Z：-3.532501,  身体角度：182.0364,  头部角度：270.6349
位置X：-30.26094,  位置Y：0.08333337,  位置Z：-3.199903,  身体角度：182.0364,  头部角度：270.6299
位置X：-30.28304,  位置Y：0.08333337,  位置Z：-3.197958,  身体角度：182.0364,  头部角度：270.6224
位置X：-30.30134,  位置Y：0.08333337,  位置Z：-3.196049,  身体角度：182.0364,  头部角度：270.618
位置X：-30.39258,  位置Y：0.08333337,  位置Z：-3.50948,  身体角度：185.7582,  头部角度：270.6123
位置X：-30.33991,  位置Y：0.08333337,  位置Z：-3.191126,  身体角度：185.7582,  头部角度：270.6065
位置X：-30.36351,  位置Y：0.08333337,  位置Z：-3.18751,  身体角度：185.7582,  头部角度：270.5981
位置X：-30.43971,  位置Y：0.08333337,  位置Z：-3.50354,  身体角度：187.5076,  头部角度：270.5915
位置X：-30.40369,  位置Y：0.08333337,  位置Z：-3.180285,  身体角度：187.5076,  头部角度：270.5852
位置X：-30.42567,  位置Y：0.08333337,  位置Z：-3.175756,  身体角度：187.5076,  头部角度：270.5781
位置X：-30.53034,  位置Y：0.08333337,  位置Z：-3.490274,  身体角度：190.6627,  头部角度：270.5716
位置X：-30.46187,  位置Y：0.08333337,  位置Z：-3.167391,  身体角度：190.6627,  头部角度：270.5658
位置X：-30.48506,  位置Y：0.08333337,  位置Z：-3.161432,  身体角度：190.6627,  头部角度：270.5588
位置X：-30.61112,  位置Y：0.08333337,  位置Z：-3.468699,  身体角度：193.9937,  头部角度：270.5525
位置X：-30.52267,  位置Y：0.08333337,  位置Z：-3.150751,  身体角度：193.9937,  头部角度：270.5482
位置X：-30.54393,  位置Y：0.08333337,  位置Z：-3.144142,  身体角度：193.9937,  头部角度：270.5479
位置X：-30.67667,  位置Y：0.08333337,  位置Z：-3.448469,  身体角度：196.4844,  头部角度：270.5482
位置X：-30.57945,  位置Y：0.08333337,  位置Z：-3.132172,  身体角度：196.4844,  头部角度：270.5486
位置X：-30.60101,  位置Y：0.08333337,  位置Z：-3.124313,  身体角度：196.4844,  头部角度：270.5482
位置X：-30.61913,  位置Y：0.08333337,  位置Z：-3.117367,  身体角度：196.4844,  头部角度：270.549
位置X：-30.78592,  位置Y：0.08333337,  位置Z：-3.401184,  身体角度：200.5343,  头部角度：270.5482
位置X：-30.79447,  位置Y：0.08333337,  位置Z：-3.294249,  身体角度：202.8096,  头部角度：270.5479
位置X：-30.70789,  位置Y：0.08333337,  位置Z：-3.078489,  身体角度：202.8096,  头部角度：270.5475
位置X：-30.72952,  位置Y：0.08333337,  位置Z：-3.067741,  身体角度：202.8096,  头部角度：270.5486
位置X：-30.91096,  位置Y：0.08333337,  位置Z：-3.348438,  身体角度：205.9325,  头部角度：270.549
位置X：-30.76521,  位置Y：0.08333337,  位置Z：-3.048834,  身体角度：205.9325,  头部角度：270.5475
位置X：-30.78873,  位置Y：0.08333337,  位置Z：-3.035559,  身体角度：205.9325,  头部角度：270.5486
位置X：-30.99636,  位置Y：0.08333337,  位置Z：-3.277571,  身体角度：209.7353,  头部角度：270.5479
位置X：-30.82763,  位置Y：0.08333337,  位置Z：-3.012081,  身体角度：209.7353,  头部角度：270.5475
位置X：-30.84576,  位置Y：0.08333337,  位置Z：-3.000462,  身体角度：209.7353,  头部角度：270.5479
位置X：-31.05823,  位置Y：0.08333337,  位置Z：-3.254587,  身体角度：213.0691,  头部角度：270.5482
位置X：-30.87677,  位置Y：0.08333337,  位置Z：-2.979551,  身体角度：213.0691,  头部角度：270.5479
位置X：-30.89662,  位置Y：0.08333337,  位置Z：-2.965433,  身体角度：213.0691,  头部角度：270.5479
位置X：-31.1127,  位置Y：0.08333337,  位置Z：-3.200886,  身体角度：216.1222,  头部角度：270.5479
位置X：-30.93527,  位置Y：0.08333337,  位置Z：-2.936222,  身体角度：216.1222,  头部角度：270.549
位置X：-30.95818,  位置Y：0.08333337,  位置Z：-2.917767,  身体角度：216.1222,  头部角度：270.476
位置X：-31.22582,  位置Y：0.08333337,  位置Z：-3.196514,  身体角度：219.5943,  头部角度：270.4388
位置X：-30.98557,  位置Y：0.08333337,  位置Z：-2.894482,  身体角度：219.5943,  头部角度：270.3956
位置X：-31.00211,  位置Y：0.08333337,  位置Z：-2.879747,  身体角度：219.5943,  头部角度：270.3522
位置X：-31.28442,  位置Y：0.08333337,  位置Z：-3.144835,  身体角度：221.421,  头部角度：270.3202
位置X：-31.03169,  位置Y：0.08333337,  位置Z：-2.852034,  身体角度：221.421,  头部角度：270.2954
位置X：-31.04924,  位置Y：0.08333337,  位置Z：-2.834705,  身体角度：221.421,  头部角度：270.2784
位置X：-31.35039,  位置Y：0.08333337,  位置Z：-3.095514,  身体角度：225.011,  头部角度：270.2755
位置X：-31.07585,  位置Y：0.08333337,  位置Z：-2.807087,  身体角度：225.011,  头部角度：270.2887
位置X：-31.38297,  位置Y：0.08333337,  位置Z：-3.045979,  身体角度：227.5619,  头部角度：270.3147
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：227.5619,  头部角度：270.422
位置X：-31.37753,  位置Y：0.08333337,  位置Z：-3.050119,  身体角度：228.0049,  头部角度：270.4878
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.0049,  头部角度：270.5338
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.0049,  头部角度：270.5486
位置X：-31.37575,  位置Y：0.08333337,  位置Z：-3.054241,  身体角度：228.2583,  头部角度：270.5486
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2583,  头部角度：270.5486
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2583,  头部角度：270.5486
位置X：-31.37526,  位置Y：0.08333337,  位置Z：-3.053156,  身体角度：228.2238,  头部角度：270.5486
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2238,  头部角度：270.5486
位置X：-31.37566,  位置Y：0.08333337,  位置Z：-3.054077,  身体角度：228.2817,  头部角度：270.5493
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2817,  头部角度：270.5493
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2817,  头部角度：270.5486
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2817,  头部角度：270.5486
位置X：-31.37516,  位置Y：0.08333337,  位置Z：-3.054245,  身体角度：228.2866,  头部角度：270.5493
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2866,  头部角度：270.5493
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2866,  头部角度：270.5475
位置X：-31.37514,  位置Y：0.08333337,  位置Z：-3.054001,  身体角度：228.2704,  头部角度：270.5486
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2704,  头部角度：270.5493
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2704,  头部角度：270.5486
位置X：-31.37516,  位置Y：0.08333337,  位置Z：-3.054207,  身体角度：228.2801,  头部角度：270.5486
位置X：-31.09286,  位置Y：0.08333337,  位置Z：-2.7885,  身体角度：228.2801,  头部角度：270.5486
位置X：-31.30897,  位置Y：0.08333337,  位置Z：-2.994764,  身体角度：228.2405,  头部角度：270.5193
位置X：-31.02695,  位置Y：0.08333337,  位置Z：-2.72937,  身体角度：228.2405,  头部角度：270.4989
位置X：-31.14549,  位置Y：0.08333337,  位置Z：-2.937654,  身体角度：240.0396,  头部角度：270.4489
位置X：-30.90599,  位置Y：0.08333337,  位置Z：-2.620861,  身体角度：240.0396,  头部角度：270.4298
位置X：-30.90599,  位置Y：0.08333337,  位置Z：-2.620861,  身体角度：240.0396,  头部角度：270.4107
位置X：-31.05097,  位置Y：0.08333337,  位置Z：-2.872292,  身体角度：244.5916,  头部角度：270.3951
位置X：-30.86407,  位置Y：0.08333337,  位置Z：-2.58325,  身体角度：244.5916,  头部角度：270.3816
位置X：-30.86407,  位置Y：0.08333337,  位置Z：-2.58325,  身体角度：244.5916,  头部角度：270.3648
位置X：-31.15704,  位置Y：0.08333337,  位置Z：-2.850876,  身体角度：241.889,  头部角度：270.3517
位置X：-30.82346,  位置Y：0.08333337,  位置Z：-2.546818,  身体角度：241.889,  头部角度：270.3386
位置X：-30.82346,  位置Y：0.08333337,  位置Z：-2.546818,  身体角度：241.889,  头部角度：270.3281
位置X：-31.04616,  位置Y：0.08333337,  位置Z：-2.844292,  身体角度：243.0778,  头部角度：270.3177
位置X：-30.77928,  位置Y：0.08333337,  位置Z：-2.507187,  身体角度：243.0778,  头部角度：270.309
位置X：-30.77928,  位置Y：0.08333337,  位置Z：-2.507187,  身体角度：243.0778,  头部角度：270.302
位置X：-31.00608,  位置Y：0.08333337,  位置Z：-2.804859,  身体角度：247.7647,  头部角度：270.3026
位置X：-30.72836,  位置Y：0.08333337,  位置Z：-2.461508,  身体角度：247.7647,  头部角度：270.3
位置X：-30.72836,  位置Y：0.08333337,  位置Z：-2.461508,  身体角度：247.7647,  头部角度：270.3
位置X：-30.93923,  位置Y：0.08333337,  位置Z：-2.763382,  身体角度：252.3234,  头部角度：270.302
位置X：-30.68506,  位置Y：0.08333337,  位置Z：-2.422661,  身体角度：252.3234,  头部角度：270.309
位置X：-30.68506,  位置Y：0.08333337,  位置Z：-2.422661,  身体角度：252.3234,  头部角度：270.314
位置X：-30.68506,  位置Y：0.08333337,  位置Z：-2.422661,  身体角度：252.3234,  头部角度：270.3232
位置X：-30.97708,  位置Y：0.08333337,  位置Z：-2.7211,  身体角度：256.1658,  头部角度：270.3322
位置X：-30.64256,  位置Y：0.08333337,  位置Z：-2.384541,  身体角度：256.1658,  头部角度：270.3438
位置X：-30.64256,  位置Y：0.08333337,  位置Z：-2.384541,  身体角度：256.1658,  头部角度：270.3555
位置X：-30.9587,  位置Y：0.08333337,  位置Z：-2.664055,  身体角度：261.9716,  头部角度：270.3712
位置X：-30.77205,  位置Y：0.08333337,  位置Z：-2.580624,  身体角度：270.7394,  头部角度：270.4078
位置X：-30.48125,  位置Y：0.08333337,  位置Z：-2.23983,  身体角度：270.7394,  头部角度：270.4266
位置X：-30.48125,  位置Y：0.08333337,  位置Z：-2.23983,  身体角度：270.7394,  头部角度：270.4476
位置X：-30.66936,  位置Y：0.08333337,  位置Z：-2.567278,  身体角度：270.6991,  头部角度：270.4673
位置X：-30.43081,  位置Y：0.08333337,  位置Z：-2.194576,  身体角度：270.6991,  头部角度：270.4825
位置X：-30.43081,  位置Y：0.08333337,  位置Z：-2.194576,  身体角度：270.6991,  头部角度：270.5051
位置X：-30.53653,  位置Y：0.08333337,  位置Z：-2.569489,  身体角度：268.3346,  头部角度：270.5226
位置X：-30.38727,  位置Y：0.08333337,  位置Z：-2.155521,  身体角度：268.3346,  头部角度：270.5414
位置X：-30.38727,  位置Y：0.08333337,  位置Z：-2.155521,  身体角度：268.3346,  头部角度：270.5644
位置X：-30.38727,  位置Y：0.08333337,  位置Z：-2.155521,  身体角度：268.3346,  头部角度：270.5822
位置X：-30.41893,  位置Y：0.08333337,  位置Z：-2.569038,  身体角度：264.349,  头部角度：270.5981
位置X：-30.34386,  位置Y：0.08333337,  位置Z：-2.116583,  身体角度：264.349,  头部角度：270.5964
位置X：-30.34386,  位置Y：0.08333337,  位置Z：-2.116583,  身体角度：264.349,  头部角度：270.5948
位置X：-30.39257,  位置Y：0.08333337,  位置Z：-2.561857,  身体角度：260.8305,  头部角度：270.5928
位置X：-30.30226,  位置Y：0.08333337,  位置Z：-2.079258,  身体角度：260.8305,  头部角度：270.5922
位置X：-30.30226,  位置Y：0.08333337,  位置Z：-2.079258,  身体角度：260.8305,  头部角度：270.5895
位置X：-30.33342,  位置Y：0.08333337,  位置Z：-2.561039,  身体角度：262.7698,  头部角度：270.5882
位置X：-30.2608,  位置Y：0.08333337,  位置Z：-2.042068,  身体角度：262.7698,  头部角度：270.5862
位置X：-30.2608,  位置Y：0.08333337,  位置Z：-2.042068,  身体角度：262.7698,  头部角度：270.5835
位置X：-30.34494,  位置Y：0.08333337,  位置Z：-2.520588,  身体角度：259.3732,  头部角度：270.5838
位置X：-30.21333,  位置Y：0.08333337,  位置Z：-1.999479,  身体角度：259.3732,  头部角度：270.5815
位置X：-30.21333,  位置Y：0.08333337,  位置Z：-1.999479,  身体角度：259.3732,  头部角度：270.5808
位置X：-30.27031,  位置Y：0.08333337,  位置Z：-2.501537,  身体角度：260.251,  头部角度：270.5774
位置X：-30.16663,  位置Y：0.08333337,  位置Z：-1.957586,  身体角度：260.251,  头部角度：270.5747
位置X：-30.1892,  位置Y：0.08333337,  位置Z：-2.482399,  身体角度：264.0197,  头部角度：270.572
位置X：-30.11698,  位置Y：0.08333337,  位置Z：-1.913052,  身体角度：264.0197,  头部角度：270.5703
